session_id,Participant id,quota,status,Started DateTime,Completed Date Time,time_taken,Age,Age range,sex,language,nationality,country_of_birth,ethnicity,student_status,employment_status,num_approvals,num_rejections,prolific_score,Reviewed At DateTime,Entered Code,IP,Ethnicity,Handedness,College,Highest education level,Marital status,Employer Type,Leadership/Position of power/Supervisory duties,Current education level (if student),Subject,Number of subordinates,Religious Affiliation,Religious Affiliation (Mother),Religious Affiliation (Father),Supervisor,Supervisory Interactions,Political_Affiliation_US,Sexual Orientation,Current U.S state of residence,Current U.S state of birth,Computer Programming,Preferred programming language,Parents Educational Level,Record Video,Children,Socioeconomic Status,Current UK area of residence,Place of most time spent before turing 18,UK area of birth,Nationality (UK),Smoker,Smoking frequency,Industry,Industry Role,Christianity Affiliation,Phone Operating System,Investment,Car Owner,Car Brand,Units of alcohol,Charitable Giving,Pain Question,Windfarms,Pain - For How Long,Technology use at work,Head Injury,Deception,Political Affiliation (UK),BREXIT,Body Weight,Chronic Disease,Video Games,Vision,Literacy Difficulties,Personal Income (GBP),Household Income (GBP),Household Size,Charity Affiliation,Diet,Adblocker,Number of children,Other crowdsourcing platforms,Number of studies,Parents Marital Status,Parents' Divorce Age,Parents' Divorce Management,Ethnicity 2,Recent Purchases 1,Live Chat,Vaccine Opinions 1,Vaccine Opinions 2,Past Diet,Pregnancy,First Pregnancy,iPhone model,Vera Rubin,Head Injury: Knock out history,Year of birth of first child,Year of birth of 2nd child,Year of birth of 3rd child,Hobbies - Categories,Social Media,Location services,Other crowdsourcing platforms select,TV shows 1,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q16,Q1-aggregate,Q1,Base_1_Agree_1,Base_1_Agree_2,Base_1_Agree_3,Base_1_Agree_4,Base_1_Agree_4_TEXT,Base_1_disagree_1,Base_1_disagree_2,Base_1_disagree_3,Base_1_disagree_4,Base_1_disagree_5,Base_1_disagree_6,Base_1_disagree_7,Base_1_disagree_7_TEXT,Q2-aggregate,Q2,Base_2_disagree_1,Base_2_disagree_2,Base_2_disagree_3,Base_2_disagree_3_TEXT,PED-aggregate,Q9,Doping-aggregate,Q10,Q11,Q14,Q13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846b8aae40c7c000142c607,55a7e277fdf99b65d15d4426,omn,Approved,10:02.7,12:15.2,132.471,35,35-55,Male,English,United States,United States,Caucasian,No,Part-Time,51,0,100,,ZL16QYX8,98.206.245.1,Caucasian,Right-handed,no college,College/A levels,In a relationship,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,6-Apr,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Other,heterosexual,Illinois (IL),Indiana (IN),Yes,JavaScript,Both my parents have a bachelor_„Žs degree (from a 4 year college),Yes,No,5,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Android,Yes,Yes,Volkswagen,4-Jan,‘£0,Yes,N/A,N/A,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,"Yes, I have used an Ad Blocker",N/A,Yes,N/A,N/A,N/A,N/A,White/Caucasian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12/6/16 5:10,12/6/16 5:12,IP Address,98.206.245.1,100,129,TRUE,12/6/16 5:12,R_2BlYOuP8dv075Mk,,,,,41.92059326,-87.7016983,anonymous,55a7e277fdf99b65d15d4426,disagree,Disagree,,,,,,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Athletes with Gene Z should not be allowed to compete.,disagree,Strongly disagree,Strongly agree,Strongly disagree,,,disagree,Strongly Disagree,no answer,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584676251f819a0001868ccd,55ac22cafdf99b6de2fa7ee2,owc,Approved,26:13.9,27:50.6,96.626,44,35-55,Female,English,United States,United States,,No,Full-Time,137,0,100,,GKQFIT2U,96.246.246.187,N/A,N/A,college,Undergraduate degree (BA/BSc/other),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Democrat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 0:26,12/6/16 0:27,IP Address,96.246.246.187,100,86,TRUE,12/6/16 0:27,R_3p4MTTRaIQuNS7i,,,,,40.74819946,-73.90679932,anonymous,55ac22cafdf99b6de2fa7ee2,indifferent,Neither agree nor disagree,,,,,,,,,,,,,,indifferent,Neither agree nor disagree,,,,,disagree,Disagree,no answer,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58469d5c42041d000125948d,55aeaeb3fdf99b5c769f1f7c,omc,Approved,13:32.1,18:48.5,316.419,54,35-55,Male,English,United States,United States,Caucasian,No,Full-Time,503,4,100,,ZL16QYX8,198.176.81.34,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),Divorced,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a weekly basis,Democrat,heterosexual,Ohio (OH),West Virginia (WV),No,N/A,One of my parents has a bachelor_„Žs degree (from a 4 year college) but the other does not,Yes,Yes,5,N/A,N/A,N/A,N/A,No,N/A,Other Information Industry,Support Staff,N/A,Android,Yes,Yes,Honda,4-Jan,‘£101-‘£200,Yes,6,5-10 years,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,Yes,N/A,Yes,No,"‘£50,000 - ‘£59,999","‘£50,000 - ‘£59,999",3,No,I do not follow any diet,"Yes, I have used an Ad Blocker",2,Yes,More than 1000,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,6 (AGREE),6 (AGREE),Yes,N/A,N/A,N/A,Yes,N/A,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 3:13,12/6/16 3:18,IP Address,198.176.81.34,100,312,TRUE,12/6/16 3:18,R_A7OIIk6XlcK5g8F,,,,,39.95230103,-75.1638031,anonymous,55aeaeb3fdf99b5c769f1f7c,positive,Agree,Agree,Agree,Somewhat agree,,,,,,,,,,,disagree,Disagree,Somewhat disagree,Agree,,,no answer,,disagree,Disagree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584b02bfe40c7c000142c9be,55b1084efdf99b3574a83dcc,ywc,Approved,15:11.2,17:26.4,135.281,30,24-34,Female,English,United States,United States,Caucasian,No,Part-Time,103,0,100,,MAN5SH9E,50.142.174.26,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,None,heterosexual,Virginia (VA),Virginia (VA),Yes,HTML,Both my parents have a bachelor_Ñés degree (from a 4 year college),No,No,4,N/A,N/A,N/A,N/A,No,N/A,Wholesale,Trained Professional,Christian -- no particular branch or denomination,iOS (iPhone),No,Yes,Toyota,0,ë£501+,No,1,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,0-3 hours,Yes,No,"ë£10,000 - ë£19,999","ë£10,000 - ë£19,999",1,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,N/A,N/A,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,2 (DISAGREE),4 (NEITHER AGREE NOR DISAGREE),Yes,No,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,N/A,12/9/16 11:15,12/9/16 11:17,IP Address,50.142.174.26,100,129,TRUE,12/9/16 11:17,R_2cjRuLURXB6bEXZ,,,,,36.98080444,-82.6434021,anonymous,55b1084efdf99b3574a83dcc,positive,Agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,positive,Agree,,,,,no answer,,disagree,Disagree,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846aba16cca010001fe2be1,55b13063fdf99b3f51f2b7e9,omn,Approved,14:25.5,17:05.9,160.381,35,35-55,Male,English,United States,United States,Caucasian,No,Full-Time,298,5,100,,ZL16QYX8,174.101.248.135,Caucasian,Right-handed,no college,College/A levels,Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,>10,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Republican,heterosexual,Ohio (OH),Ohio (OH),Yes,C++,Both my parents have a bachelor_„Žs degree (from a 4 year college),Yes,Yes,3,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Middle Management,Catholic,Android,Yes,Yes,Volkswagen,14+,‘£75-‘£100,Yes,5,2-5 years,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Very Overweight,Yes,6-9 hours,Yes,Yes,"‘£30,000 - ‘£39,999","‘£60,000 - ‘£69,999",3,Yes,Atkins Diet,"Yes, I have used an Ad Blocker",1,No,N/A,Divorced/Seperated,Before my 11th birthday,Managed by my parents,White/Caucasian,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,N/A,N/A,N/A,Yes,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 4:14,12/6/16 4:17,IP Address,174.101.248.135,100,155,TRUE,12/6/16 4:17,R_RgVrfbiX0hWPSW5,,,,,38.88310242,-83.91670227,anonymous,55b13063fdf99b3f51f2b7e9,disagree,Disagree,,,,,,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,,,disagree,Somewhat disagree,Disagree,Agree,,,disagree,Somewhat disagree,no answer,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58469bd6bd87380001552b34,55b1add5fdf99b6731f04c5a,owc,Approved,07:02.2,09:18.2,136.042,37,35-55,Female,English,United States,United States,African,No,Full-Time,55,0,100,,GKQFIT2U,73.186.243.86,African,Right-handed,college,Undergraduate degree (BA/BSc/other),In a relationship,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)",No,N/A,Democrat,bisexual,Massachusetts (MA),Massachusetts (MA),No,N/A,Both my parents do NOT have a bachelor_„Žs degree (from a 4 year college),Yes,Yes,5,N/A,N/A,N/A,N/A,No,N/A,Information Services and Data Processing,Trained Professional,Other Protestant,Android,Yes,Yes,Toyota,4-Jan,‘£75-‘£100,Yes,5,5-10 years,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Very Overweight,Yes,13 hours or more,Yes,No,"‘£40,000 - ‘£49,999","‘£60,000 - ‘£69,999",4,No,I do not follow any diet,"Yes, I have used an Ad Blocker",2,Yes,More than 1000,Divorced/Seperated,Before my 11th birthday,Managed by my parents,Black/African American,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,No,N/A,N/A,No,No,1998,2000,N/A,N/A,N/A,N/A,N/A,N/A,12/6/16 3:07,12/6/16 3:09,IP Address,73.186.243.86,100,112,TRUE,12/6/16 3:09,R_1nYKXSZbecwGqdO,,,,,42.42810059,-71.05460358,anonymous,55b1add5fdf99b6731f04c5a,indifferent,Neither agree nor disagree,,,,,,,,,,,,,,disagree,Strongly disagree,Agree,Strongly disagree,,,no answer,,disagree,Strongly disagree,No,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584af59948fa2f0001e658be,55b53cd4fdf99b3b1a562c07,ymn,Approved,19:05.3,20:47.8,102.445,28,24-34,Male,English,United States,United States,Latino/Hispanic,Yes,Other,167,1,100,,7V1HKAD5,173.173.140.207,Latino/Hispanic,Left-handed,no college,College/A levels,Single,None of the above,No,Undergraduate degree (BA/BSc/other),History,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Other,heterosexual,Texas (TX),Texas (TX),No,N/A,Both my parents do NOT have a bachelor_Ñés degree (from a 4 year college),Yes,No,3,N/A,N/A,N/A,N/A,No,N/A,Other Industry,Student,Baptist,iOS (iPhone),Yes,Yes,Chevrolet,0,ë£0,Yes,7,1-2 years,not at all,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Overweight,No,N/A,Yes,No,Rather not say,"ë£20,000 - ë£29,999",3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Latino/Hispanic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,,,,N/A,N/A,N/A,N/A,12/9/16 10:19,12/9/16 10:20,IP Address,173.173.140.207,100,93,TRUE,12/9/16 10:20,R_27xJIAGrMUHPUrV,,,,,25.97599792,-97.54199982,anonymous,55b53cd4fdf99b3b1a562c07,positive,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,,,,,,,,,,indifferent,Neither agree nor disagree,,,,,disagree,Disagree,no answer,,Yes,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846bdac0c097700012a1a4a,55b645b1fdf99b1c02906872,owc,Approved,31:24.5,53:42.0,1337.497,52,35-55,Female,English,United States,United States,Caucasian,No,Full-Time,209,0,100,,GKQFIT2U,67.165.53.75,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,>10,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a weekly basis,Republican,heterosexual,Pennsylvania (PA),Pennsylvania (PA),No,N/A,One of my parents has a bachelor_„Žs degree (from a 4 year college) but the other does not,No,Yes,6,N/A,N/A,N/A,N/A,No,N/A,Hotel and Food Services,Middle Management,N/A,Android,Yes,Yes,Honda,9-May,‘£101-‘£200,Yes,3,2-5 years,about once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Very Overweight,No,N/A,N/A,No,N/A,"‘£100,000 - ‘£149,999",N/A,No,Weight Watchers Diet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12/6/16 5:31,12/6/16 5:53,IP Address,67.165.53.75,100,1334,TRUE,12/6/16 5:53,R_37y0Ft8kUCgMeT7,,,,,40.50680542,-79.95359802,anonymous,55b645b1fdf99b1c02906872,positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,positive,Strongly agree,,,,,positive,Somewhat agree,no answer,,Yes,No,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584c30469f1f4400012c6d73,55b6515bfdf99b1c033dfed6,own,Approved,41:42.5,43:54.4,131.903,49,35-55,Female,English,United States,United States,Caucasian,No,Other,12,0,100,,0QGHY0HV,99.182.29.66,Caucasian,Left-handed,no college,College/A levels,Married,N/A,N/A,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,Republican,heterosexual,Texas (TX),Texas (TX),No,N/A,Both my parents have a bachelor_Ñés degree (from a 4 year college),Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,4,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,Yes,Yes,"Less than ë£10,000 ","ë£40,000 - ë£49,999",4,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,White/Caucasian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,2002,2005,N/A,,N/A,N/A,N/A,N/A,12/10/16 8:41,12/10/16 8:43,IP Address,99.182.29.66,100,122,TRUE,12/10/16 8:43,R_SYRgs8hDIzyBbcB,,,,,33.021698,-97.22239685,anonymous,55b6515bfdf99b1c033dfed6,positive,Agree,Agree,Neither agree nor disagree,Strongly agree,,,,,,,,,,,positive,Somewhat agree,,,,,no answer,,disagree,Disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846b08a9f1f4400015450b2,55b67c31fdf99b26b999cc1e,own,Approved,35:22.2,37:34.0,131.761,35,35-55,Female,English,United States,United States,Caucasian,No,Part-Time,169,0,100,,GKQFIT2U,174.49.28.157,Caucasian,Right-handed,no college,Secondary school/GCSE,Married,"Self-employed in own not-incorporated business, professional practice, or farm",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,Once a month,Democrat,heterosexual,Kentucky (KY),Illinois (IL),No,N/A,Both my parents do NOT have a bachelor_„Žs degree (from a 4 year college),No,Yes,5,N/A,N/A,N/A,N/A,No,N/A,Information Services and Data Processing,Self-employed/Partner,Christian -- no particular branch or denomination,Android,Yes,Yes,Toyota,0,‘£1-‘£50,No,7,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,Yes,No,"‘£60,000 - ‘£69,999","‘£60,000 - ‘£69,999",4,No,I do not follow any diet,"No, I have not used an Ad Blocker to my knowledge (or I don't know what that means)",2,Yes,201-500,Rather not say,N/A,N/A,White/Caucasian,Yes,No,7 (TOTALLY AGREE),6 (AGREE),Yes,No,N/A,N/A,No,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 4:35,12/6/16 4:37,IP Address,174.49.28.157,100,125,TRUE,12/6/16 4:37,R_1o5x2GKFxVUaiug,,,,,37.03829956,-88.71569824,anonymous,55b67c31fdf99b26b999cc1e,disagree,Disagree,,,,,,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,n/a,disagree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,n/a,disagree,Strongly Disagree,no answer,,No,Somewhat,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58466c39e40c7c000142c5c1,55b6ed4afdf99b437183fa6f,own,Approved,43:53.4,50:32.2,398.803,43,35-55,Female,English,United States,United States,Caucasian,No,Full-Time,106,0,100,,GKQFIT2U,67.160.22.252,Caucasian,Right-handed,no college,College/A levels,Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Republican,heterosexual,Washington (WA),Washington (WA),No,N/A,Both my parents do NOT have a bachelor_„Žs degree (from a 4 year college),Yes,Yes,5,N/A,N/A,N/A,N/A,No,N/A,Retail,Administrative Staff,Catholic,Android,No,Yes,Nissan,0,‘£1-‘£50,No,2,N/A,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,Yes,No,"Less than ‘£10,000 ","‘£30,000 - ‘£39,999",6,No,I do not follow any diet,"Yes, I have used an Ad Blocker",4,Yes,More than 1000,Divorced/Seperated,After my 11th birthday,Managed by my parents,White/Caucasian,No,N/A,7 (TOTALLY AGREE),6 (AGREE),No,No,N/A,Other,No,,,,,N/A,N/A,N/A,N/A,N/A,12/5/16 23:43,12/5/16 23:50,IP Address,67.160.22.252,100,394,TRUE,12/5/16 23:50,R_3I626pJymIcYhhf,,,,,47.79359436,-122.3072968,anonymous,55b6ed4afdf99b437183fa6f,positive,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,"They would both be equal, so they should be able to compete with each other",,,,,,,,,disagree,Disagree,Agree,Agree,Strongly agree,People with Gene Z have an unfair advantage,disagree,Strongly Disagree,no answer,,No,Somewhat,Thank you. I enjoyed participating. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58468ff349ab8b000156a7ba,55b74f71fdf99b6e0c49975b,omc,Approved,16:19.9,18:41.7,141.87,39,35-55,Male,English,United States,United States,Caucasian,No,Full-Time,220,1,100,,ZL16QYX8,73.224.90.9,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,3-Feb,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Other,heterosexual,Florida (FL),New York (NY),No,N/A,One of my parents has a bachelor_„Žs degree (from a 4 year college) but the other does not,Yes,Yes,6,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Upper Management,Christian -- no particular branch or denomination,Android,Yes,Yes,N/A,4-Jan,N/A,N/A,N/A,N/A,N/A,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 2:16,12/6/16 2:18,IP Address,73.224.90.9,100,134,TRUE,12/6/16 2:18,R_1GTtEcM5qgpENQI,,,,,30.12939453,-81.77749634,anonymous,55b74f71fdf99b6e0c49975b,disagree,Disagree,,,,,,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,,disagree,Disagree,Agree,Agree,Neither agree nor disagree,,no answer,,disagree,Disagree,Yes,Somewhat,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846a33889af6500017f4c11,55b8d0bffdf99b0f2859fe73,omc,Approved,38:32.3,41:28.7,176.364,35,35-55,Male,English,United States,United States,Caucasian,No,Full-Time,330,1,100,,ZL16QYX8,108.171.130.168,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,6-Apr,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Democrat,heterosexual,New Jersey (NJ),New Jersey (NJ),Yes,Java,Both my parents have a bachelor_„Žs degree (from a 4 year college),Yes,Yes,8,N/A,N/A,N/A,N/A,No,N/A,Scientific or Technical Services,Middle Management,Catholic,iOS (iPhone),Yes,Yes,Mini,4-Jan,‘£201-‘£500,No,6,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,N/A,Yes,No,"‘£100,000 - ‘£149,999","‘£100,000 - ‘£149,999",3,No,I do not follow any diet,"Yes, I have used an Ad Blocker",1,Yes,31-60,Still married/partners,N/A,N/A,White/Caucasian,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,N/A,N/A,N/A,Yes,No,2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12/6/16 3:39,12/6/16 3:41,IP Address,108.171.130.168,100,103,TRUE,12/6/16 3:41,R_tGLiB2BpVCgb9mN,,,,,40.78010559,-74.06330109,anonymous,55b8d0bffdf99b0f2859fe73,positive,Strongly agree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,positive,Strongly agree,,,,,disagree,Somewhat disagree,no answer,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
