session_id,Participant id,quota,College,Age range,status,Started DateTime,Completed Date Time,time_taken,Age,sex,language,nationality,country_of_birth,ethnicity,student_status,employment_status,num_approvals,num_rejections,prolific_score,Reviewed At DateTime,Entered Code,IP,Ethnicity,Handedness,Highest education level,Marital status,Employer Type,Leadership/Position of power/Supervisory duties,Current education level (if student),Subject,Number of subordinates,Religious Affiliation,Religious Affiliation (Mother),Religious Affiliation (Father),Supervisor,Supervisory Interactions,Political Affiliation (US),Sexual Orientation,Current U.S state of residence,Current U.S state of birth,Computer Programming,Preferred programming language,Parents Educational Level,Record Video,Children,Socioeconomic Status,Current UK area of residence,Place of most time spent before turing 18,UK area of birth,Nationality (UK),Smoker,Smoking frequency,Industry,Industry Role,Christianity Affiliation,Phone Operating System,Investment,Car Owner,Car Brand,Units of alcohol,Charitable Giving,Pain Question,Windfarms,Pain - For How Long,Technology use at work,Head Injury,Deception,Political Affiliation (UK),BREXIT,Body Weight,Chronic Disease,Video Games,Vision,Literacy Difficulties,Personal Income (GBP),Household Income (GBP),Household Size,Charity Affiliation,Diet,Adblocker,Number of children,Other crowdsourcing platforms,Number of studies,Parents Marital Status,Parents' Divorce Age,Parents' Divorce Management,Ethnicity 2,Recent Purchases 1,Live Chat,Vaccine Opinions 1,Vaccine Opinions 2,Past Diet,Pregnancy,First Pregnancy,iPhone model,Vera Rubin,Head Injury: Knock out history,Year of birth of first child,Year of birth of 2nd child,Year of birth of 3rd child,Words Per Minute,Trips,Hobbies - Categories,Social Media,Location services,Other crowdsourcing platforms select,TV shows 1,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Prolific set-up,NG_1,NG_1_Disagree_5,NG_1_Disagree_6,NG_1_Disagree_6_TEXT,NG_2,NG1AGREE_5,NG1AGREE_6,NG1AGREE_7,NG1AGREE_7_TEXT,DRUG_Z_1,DRUG_Z_1DISAGREE_7,DRUG_Z_1DISAGREE_8,DRUG_Z_1DISAGREE_9,DRUG_Z_1DISAGREE_9_TEXT,SCHOLARSHIP_Q1,SCHOLARSHIP_Q1DISAGR_8,SCHOLARSHIP_Q1DISAGR_9,SCHOLARSHIP_Q1DISAGR_10,SCHOLARSHIP_Q1DISAGR_11,SCHOLARSHIP_Q1DISAGR_12,SCHOLARSHIP_Q1DISAGR_13,SCHOLARSHIP_Q1DISAGR_14,SCHOLARSHIP_Q1DISAGR_14_TEXT,EQUALITY_Q1,EQUALITY_1AGREE_5,EQUALITY_1AGREE_6,EQUALITY_1AGREE_7,EQUALITY_1AGREE_8,EQUALITY_1AGREE_8_TEXT,EQUALITY_1DISAGREE_8,EQUALITY_1DISAGREE_9,EQUALITY_1DISAGREE_10,EQUALITY_1DISAGREE_11,EQUALITY_1DISAGREE_12,EQUALITY_1DISAGREE_13,EQUALITY_1DISAGREE_14,EQUALITY_1DISAGREE_14_TEXT,EQUALITY_Q2,EQUALITY_Q2DISAGREE_1,EQUALITY_Q2DISAGREE_2,EQUALITY_Q2DISAGREE_3,EQUALITY_Q2DISAGREE_3_TEXT,SALIENCE_Q1,SALIENCE_Q1AGREE_4,SALIENCE_Q1AGREE_5,SALIENCE_Q1AGREE_6,SALIENCE_Q1AGREE_7,SALIENCE_Q1AGREE_7_TEXT,SALIENCE_Q1DISAGREE_4,SALIENCE_Q1DISAGREE_5,SALIENCE_Q1DISAGREE_6,SALIENCE_Q1DISAGREE_7,SALIENCE_Q1DISAGREE_8,SALIENCE_Q1DISAGREE_9,SALIENCE_Q1DISAGREE_9_TEXT,SALIENCE_Q2,SALIENCE_Q2DISAGREE_4,SALIENCE_Q2DISAGREE_5,SALIENCE_Q2DISAGREE_6,SALIENCE_Q2DISAGREE_6_TEXT,MINOR_DEV_WINDOW,MINOR_Q1AGREE_6,MINOR_Q1AGREE_7,MINOR_Q1AGREE_8,MINOR_Q1AGREE_9,MINOR_Q1AGREE_9_TEXT,MINOR_Q1DISAGREE_8,MINOR_Q1DISAGREE_9,MINOR_Q1DISAGREE_10,MINOR_Q1DISAGREE_11,MINOR_Q1DISAGREE_12,MINOR_Q1DISAGREE_13,MINOR_Q1DISAGREE_14,MINOR_Q1DISAGREE_14_TEXT,MENTAL_Q1,MENTAL_Q1AGREE_1,MENTAL_Q1AGREE_2,MENTAL_Q1AGREE_3,MENTAL_Q1AGREE_4,MENTAL_Q1AGREE_4_TEXT,MENTAL_Q1DISAGREE_1,MENTAL_Q1DISAGREE_2,MENTAL_Q1DISAGREE_3,MENTAL_Q1DISAGREE_4,MENTAL_Q1DISAGREE_5,MENTAL_Q1DISAGREE_6,MENTAL_Q1DISAGREE_7,MENTAL_Q1DISAGREE_7_TEXT,MENTAL_Q2,MENTAL_Q2_DISAGREE_1,MENTAL_Q2_DISAGREE_2,MENTAL_Q2_DISAGREE_3,MENTAL_Q2_DISAGREE_3_TEXT,BIO_VQ1,BIO_VQ1DISAGREE_4,BIO_VQ1DISAGREE_5,BIO_VQ1DISAGREE_6,BIO_VQ1DISAGREE_6_TEXT,MINOR_NO_DEV_WINDOW,MINOR_NO_D_WIN_QDIS_8,MINOR_NO_D_WIN_QDIS_9,MINOR_NO_D_WIN_QDIS_10,MINOR_NO_D_WIN_QDIS_11,MINOR_NO_D_WIN_QDIS_12,MINOR_NO_D_WIN_QDIS_13,MINOR_NO_D_WIN_QDIS_14,MINOR_NO_D_WIN_QDIS_14_TEXT,SPORTSWATCH,RELIGION,COMMENTS
5851c180b9f14b0001517a17,56ce2b4a09734d000d439305,sm,no college,18-23,Approved,02:40.3,05:36.8,176.526,22,Male,English,United States,United States,Caucasian,Yes,Other,65,1,100,,YXQSGGOV,149.125.52.123,Caucasian,Right-handed,No formal qualifications,Single,N/A,N/A,Undergraduate degree (BA/BSc/other),Philosophy,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,Democrat,heterosexual,New York (NY),New York (NY),No,N/A,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,Yes,No,7,N/A,N/A,N/A,N/A,Yes,1-6 times a week,N/A,N/A,N/A,iOS (iPhone),No,No,N/A,14+,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 15:02,12/14/16 15:05,IP Address,149.125.52.123,100,171,TRUE,12/14/16 15:05,R_1C7qWx3z134wuVj,,,,,42.09869385,-75.91799927,anonymous,56ce2b4a09734d000d439305,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,Somewhat agree,,,,,Agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,
5851791b89f4a8000152c042,56cfd06cd691bb000c97bf8c,sm,no college,18-23,Approved,53:47.4,59:16.2,328.824,21,Male,English,United States,United States,Mixed,Yes,Unemployed (and job seeking),67,1,100,,YXQSGGOV,162.205.52.95,Mixed,Right-handed,College/A levels,Single,N/A,N/A,Undergraduate degree (BA/BSc/other),Engineering,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,None,heterosexual,Illinois (IL),Illinois (IL),No,N/A,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,Yes,No,6,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Catholic,Other/Not Applicable,No,No,N/A,0,Î£0,Yes,7,1-2 years,not at all,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,10-12 hours,Yes,No,"Less than Î£10,000 ","Î£50,000 - Î£59,999",4,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,42704,Still married/partners,N/A,N/A,Mixed,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,No,Yes,N/A,N/A,N/A,180-240 WPM,,N/A,N/A,N/A,N/A,N/A,12/14/16 9:53,12/14/16 9:59,IP Address,162.205.52.95,100,323,TRUE,12/14/16 9:59,R_1feBsgglpZluCoh,,,,,41.55000305,-88.12480164,anonymous,56cfd06cd691bb000c97bf8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,Neither agree nor disagree,,,,,Somewhat disagree,Strongly disagree,Somewhat agree,,,Somewhat agree,,,,,,,,,No,No,
585189a13bc93d0001d4b2b0,56d89e2f4a9be10005541725,sm,no college,18-23,Approved,04:17.0,10:47.1,390.037,21,Male,English,United States,United States,Caucasian,Yes,Part-Time,132,3,100,,YXQSGGOV,45.47.241.143,Caucasian,Right-handed,Secondary school/GCSE,Single,"Employee of a not-for-profit, tax-exempt, or charitable organization",No,Undergraduate degree (BA/BSc/other),History,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Democrat,heterosexual,New York (NY),New York (NY),No,N/A,Both my parents do NOT have a bachelorŠ—Ès degree (from a 4 year college),Yes,No,7,N/A,N/A,N/A,N/A,No,N/A,Government and Public Administration,Student,N/A,iOS (iPhone),No,Yes,Hyundai,42499,Î£1-Î£50,Yes,7,0-3months,2 or 3 times a week,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Underweight,No,N/A,Yes,No,"Less than Î£10,000 ","More than Î£150,000",5,Yes,"Pescatarian diet (your diet includes fish and seafood, but not the flesh of other animals)","Yes, I have used an Ad Blocker",N/A,Yes,101-200,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,6 (AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,12/14/16 11:06,12/14/16 11:10,IP Address,45.47.241.143,100,278,TRUE,12/14/16 11:10,R_3n0mk4b8TnZ6Qff,,,,,42.19619751,-75.8884964,anonymous,56d89e2f4a9be10005541725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,,,Disagree,Agree,Somewhat agree,,,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly disagree,,,Yes,Yes,
5851610214b486000163a188,56e7eaf453c5fa000cc14625,sm,no college,18-23,Approved,10:58.5,14:09.8,191.239,20,Male,English,United States,United States,Mixed,Yes,Part-Time,30,2,99,,YXQSGGOV,129.174.182.116,Mixed,Right-handed,College/A levels,Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",N/A,Undergraduate degree (BA/BSc/other),Art and/or design,N/A,Judaism,Judaism,Islam,N/A,N/A,Democrat,heterosexual,Virginia (VA),Michigan (MI),Yes,N/A,Both my parents have a bachelorŠ—Ès degree (from a 4 year college),Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Î£1-Î£50,N/A,5,N/A,more than once a day,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,N/A,N/A,Yes,N/A,N/A,"Î£50,000 - Î£59,999",4,N/A,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 8:11,12/14/16 8:14,IP Address,129.174.182.116,100,182,TRUE,12/14/16 8:14,R_1jjI30GX4h7V506,,,,,38.83569336,-77.33750153,anonymous,56e7eaf453c5fa000cc14625,Neither agree nor disagree,,,,Neither agree nor disagree,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,
5850e7267ccdb400011f434a,56e8e725870a8e000c4a9bf0,sm,college,18-23,Approved,31:02.5,38:02.3,419.814,21,Male,English,United States,United States,Caucasian,Yes,Part-Time,105,1,100,,YXQSGGOV,206.208.133.146,Caucasian,N/A,Undergraduate degree (BA/BSc/other),Single,None of the above,Yes,Undergraduate degree (BA/BSc/other),Other,N/A,Buddhism,N/A,N/A,No,N/A,Democrat,heterosexual,California (CA),California (CA),N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student,N/A,N/A,N/A,Yes,N/A,14+,N/A,N/A,N/A,N/A,N/A,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Still married/partners,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,12/13/16 23:31,12/13/16 23:37,IP Address,206.208.133.146,100,411,TRUE,12/13/16 23:38,R_3qaHcO8UgSSz0oZ,,,,,34.00079346,-117.1266022,anonymous,56e8e725870a8e000c4a9bf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,Somewhat disagree,Disagree,Neither agree nor disagree,,,Disagree,Disagree,,Somewhat agree,,Neither agree nor disagree,,,,,,,,,No,No,
5850fed31e70c2000128e657,56eb1dfa15ef530005464da1,sm,no college,18-23,Approved,12:03.7,13:24.4,80.692,19,Male,English,French Polynesia,United States,East Asian,Yes,Part-Time,51,4,98,,YXQSGGOV,172.248.23.71,East Asian,Right-handed,College/A levels,Single,None of the above,Yes,Undergraduate degree (BA/BSc/other),Psychology,1,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Do Not Wish to Answer,No,N/A,N/A,heterosexual,California (CA),California (CA),Yes,Java,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,No,8,N/A,N/A,N/A,N/A,Yes,2-5 times a day,Other Industry,Student,Christian -- no particular branch or denomination,Android,Yes,Yes,Toyota,42373,Î£0,No,4,N/A,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,13 hours or more,Yes,No,"Less than Î£10,000 ","Less than Î£10,000 ",3,Yes,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,31-60,Divorced/Seperated,After my 11th birthday,Managed by my parents,East Asian,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,No,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 1:12,12/14/16 1:13,IP Address,172.248.23.71,100,75,TRUE,12/14/16 1:13,R_3NyLUUdJl3MXaty,,,,,33.85020447,-117.7911987,anonymous,56eb1dfa15ef530005464da1,,,,,,,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,Disagree,Somewhat disagree,Somewhat agree,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,Agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,
5850ed0c2f7fdf0001a9e1ee,56f43221dc03a8000d98dbcd,sm,no college,18-23,Approved,56:12.4,57:48.8,96.315,19,Male,English,Korea,Korea,Other,Yes,Part-Time,48,2,99,,YXQSGGOV,108.253.4.142,Other,Right-handed,No formal qualifications,Single,None of the above,Yes,Undergraduate degree (BA/BSc/other),Computer Science,1,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a weekly basis,N/A,heterosexual,California (CA),N/A,No,N/A,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,Yes,No,1,N/A,N/A,N/A,N/A,No,N/A,Retail,Student,Other Protestant,Android,No,Yes,Honda,0-Jan,Î£0,No,4,N/A,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Underweight,No,6-9 hours,Yes,No,"Î£10,000 - Î£19,999","Î£20,000 - Î£29,999",3,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,No,N/A,Still married/partners,N/A,N/A,South Asian,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,Rather not say,No,N/A,N/A,N/A,120-180 WPM,,N/A,N/A,N/A,N/A,N/A,12/13/16 23:56,12/13/16 23:57,IP Address,108.253.4.142,100,91,TRUE,12/13/16 23:57,R_2c63bR6uMwFjg4r,,,,,33.87550354,-117.9934998,anonymous,56f43221dc03a8000d98dbcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,"It shouldn't matter, as long as it is a fair race.",,,,,,,,,Strongly agree,,,,,Neither agree nor disagree,,,,,Neither agree nor disagree,,,,,,,,,No,Yes,
5850e7ca3bc93d0001d4b16c,5703c717d4cf7f000f94c066,sm,no college,18-23,Approved,33:46.6,40:39.5,412.93,21,Male,English,United States,Benin,African,Yes,Part-Time,17,0,100,,YXQSGGOV,73.25.87.75,African,Right-handed,College/A levels,Single,"Employee of a not-for-profit, tax-exempt, or charitable organization",Yes,Graduate degree (MA/MSc/MPhil/other),N/A,N/A,Islam,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,None,heterosexual,Oregon (OR),N/A,No,N/A,Both my parents do NOT have a bachelorŠ—Ès degree (from a 4 year college),Yes,N/A,5,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Self-employed/Partner,N/A,Android,Yes,Yes,N/A,0,Î£101-Î£200,Yes,1,N/A,about once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,Rather not say,N/A,Yes,No,"Less than Î£10,000 ","Î£50,000 - Î£59,999",4,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,No,N/A,Divorced/Seperated,After my 11th birthday,N/A,African,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12/13/16 23:33,12/13/16 23:40,IP Address,73.25.87.75,100,395,TRUE,12/13/16 23:40,R_1mwamgNNYimUkld,,,,,45.44700623,-122.7667999,anonymous,5703c717d4cf7f000f94c066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,Somewhat agree,,,,,Somewhat disagree,Somewhat disagree,Agree,Agree,,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,,No,Yes,
58518c199fcc070001dfdf4f,571d0c5428d2680010ab96a4,sm,college,18-23,Approved,14:49.2,19:31.2,282.044,20,Male,English,United States,United States,Mixed,Yes,Part-Time,47,0,100,,YXQSGGOV,149.125.22.153,Mixed,Right-handed,Undergraduate degree (BA/BSc/other),Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,Undergraduate degree (BA/BSc/other),Economics,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Democrat,heterosexual,New York (NY),New Jersey (NJ),No,N/A,Both my parents have a bachelorŠ—Ès degree (from a 4 year college),No,No,6,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Student,N/A,iOS (iPhone),No,No,N/A,13-Oct,Î£1-Î£50,Yes,6,2-5 years,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,6-9 hours,Yes,No,"Less than Î£10,000 ","Less than Î£10,000 ",8,No,"Pescatarian diet (your diet includes fish and seafood, but not the flesh of other animals)","Yes, I have used an Ad Blocker",N/A,No,N/A,Still married/partners,N/A,N/A,Middle Eastern,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,N/A,N/A,N/A,Yes,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 11:14,12/14/16 11:19,IP Address,149.125.22.153,100,277,TRUE,12/14/16 11:19,R_1OBPnhvd9NUHtYs,,,,,42.09869385,-75.91799927,anonymous,571d0c5428d2680010ab96a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,,,,,,,,,,,,,,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,ethical implications,Neither agree nor disagree,,,,,Neither agree nor disagree,,,,,,,,,No,No,Steroid + morality study?
5850f3b82f7fdf0001a9e1f6,572132e82471600009514573,sm,no college,18-23,Approved,24:40.7,26:50.8,130.088,20,Male,English,United States,United States,Latino/Hispanic,Yes,Full-Time,18,0,100,,YXQSGGOV,208.104.234.58,Latino/Hispanic,Right-handed,College/A levels,In a relationship,None of the above,No,College/A levels,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Other,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Democrat,bisexual,South Carolina (SC),South Carolina (SC),Yes,N/A,Both my parents do NOT have a bachelorŠ—Ès degree (from a 4 year college),Yes,N/A,6,N/A,N/A,N/A,N/A,No,N/A,Software,Student,Christian -- no particular branch or denomination,Android,N/A,Yes,N/A,N/A,Î£1-Î£50,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,"Less than Î£10,000 ","Î£100,000 - Î£149,999",5,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,N/A,N/A,Still married/partners,N/A,N/A,Latino/Hispanic,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,12/14/16 0:24,12/14/16 0:26,IP Address,208.104.234.58,100,122,TRUE,12/14/16 0:26,R_1E6hjaK7cMn1daC,,,,,34.96600342,-81.08070374,anonymous,572132e82471600009514573,,,,,,,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,Agree,,,,,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,people shouldn't be allowed to take biomolecule V,,,,,,,,Agree,,,,,Agree,Agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,
5851c4baed99c80001cebd69,57276d56e386b9000f3f8248,sm,no college,18-23,Approved,16:26.8,18:36.5,129.72,18,Male,English,United States,United States,Caucasian,Yes,Part-Time,170,8,98,,YXQSGGOV,50.142.187.65,Caucasian,Right-handed,Secondary school/GCSE,Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,Secondary school/GCSE,N/A,42403,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Republican,heterosexual,Tennessee (TN),Tennessee (TN),Yes,C,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,No,6,N/A,N/A,N/A,N/A,No,N/A,Computer and Electronics Manufacturing,Skilled Laborer,Catholic,Android,Yes,Yes,Toyota,0,Î£50-Î£75,Yes,5,1-2 years,4 or 6 times a week,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,Yes,3-6 hours,No,Yes,"Î£40,000 - Î£49,999","Î£30,000 - Î£39,999",1,Yes,Weight Watchers Diet,"Yes, I have used an Ad Blocker",N/A,Yes,101-200,Divorced/Seperated,After my 11th birthday,Managed by my parents,White/Caucasian,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,N/A,N/A,N/A,No,Yes,N/A,N/A,N/A,120-180 WPM,,N/A,N/A,N/A,N/A,N/A,12/14/16 15:16,12/14/16 15:18,IP Address,50.142.187.65,100,125,TRUE,12/14/16 15:18,R_2vYu2nexnTnpnR9,,,,,36.00750732,-83.98960114,anonymous,57276d56e386b9000f3f8248,Agree,,,,Disagree,,,,,Neither agree nor disagree,,,,,Disagree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,
